Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Paediatric pharmacovigilance: use of pharmacovigilance data mining algorithms for signal detection in a safety dataset of a paediatric clinical study conducted in seven African countries,"Kajungu, D. K.; Erhart, A.; Talisuna, A. O.; Bassat, Q.; Karema, C.; Nabasumba, C.; Nambozi, M.; Tinto, H.; Kremsner, P.; Meremikwu, M.; D'Alessandro, U.; Speybroeck, N.","BACKGROUND: Pharmacovigilance programmes monitor and help ensuring the safe use of medicines which is critical to the success of public health programmes. The commonest method used for discovering previously unknown safety risks is spontaneous notifications. In this study we examine the use of data mining algorithms to identify signals from adverse events reported in a phase IIIb/IV clinical trial evaluating the efficacy and safety of several Artemisinin-based combination therapies (ACTs) for treatment of uncomplicated malaria in African children. METHODS: We used paediatric safety data from a multi-site, multi-country clinical study conducted in seven African countries (Burkina Faso, Gabon, Nigeria, Rwanda, Uganda, Zambia, and Mozambique). Each site compared three out of four ACTs, namely amodiaquine-artesunate (ASAQ), dihydroartemisinin-piperaquine (DHAPQ), artemether-lumefantrine (AL) or chlorproguanil/dapsone and artesunate (CD+A). We examine two pharmacovigilance signal detection methods, namely proportional reporting ratio and Bayesian Confidence Propagation Neural Network on the clinical safety dataset. RESULTS: Among the 4,116 children (6-59 months old) enrolled and followed up for 28 days post treatment, a total of 6,238 adverse events were reported resulting into 346 drug-event combinations. Nine signals were generated both by proportional reporting ratio and Bayesian Confidence Propagation Neural Network. A review of the manufacturer package leaflets, an online Multi-Drug Symptom/Interaction Checker (DoubleCheckMD) and further by therapeutic area experts reduced the number of signals to five. The ranking of some drug-adverse reaction pairs on the basis of their signal index differed between the two methods. CONCLUSIONS: Our two data mining methods were equally able to generate suspected signals using the pooled safety data from a phase IIIb/IV clinical trial. This analysis demonstrated the possibility of utilising clinical studies safety data for key pharmacovigilance activities like signal detection and evaluation. This approach can be applied to complement the spontaneous reporting systems which are limited by under reporting.",2014,,PLoS One,9,5,e96388,24787710,10.1371/journal.pone.0096388,,#5246,Kajungu 2014,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
An Alternative to Disproportionality: A Frequency-Based Method for Pharmacovigilance Data Mining,"Jokinen, J. D.; Lievano, F.; Scarazzini, L.; Truffa, M.","Background: Safety surveillance relies on mining of large pharmacovigilance (PV) databases to generate insights regarding the safe use of pharmaceutical products. The predominant approach to PV data mining involves computation of disproportionality scores for drug–adverse event (drug-AE) pairs. However, this approach requires a database to be sufficiently large, sufficiently diverse for the analysis to be reliably sensitive and specific, and fails to consider the particular safety profile of a product. Objective: The present study proposes and tests a novel, frequency-based approach to PV data mining that (1) leverages product knowledge and historical drug-AE trends and (2) imposes no requirement for the size and diversity of the database to which it is applied. Method: A focus group of physicians and scientists was convened to identify quantitative characteristics of data trends that they consider informative when reviewing counts of adverse events for products under surveillance. Feedback was transferred into a series of decision rules that, when applied to adverse event counts, identifies adverse event trends that are classified as Continuing Trend, Emerging Trend, or No Trend. Regression analyses are completed to verify the presence of a linear trend; and categorical measures of association completed to compare this frequency-based approach to disproportionality scores in a simulated database. Results: A significant, positive linear trend is present for the Continuing Trend and Emerging Trend categories (P <.0001). There is a significant association between trend categorizations and disproportionality scores (P <.0001). Conclusion: The proposed alternative frequency-based method for PV data mining would be useful where disproportionalities scores are not appropriate. Additionally, this method may be useful in conjunction with disproportionality scores, where appropriate, highlighting adverse events that are both reported disproportionately and have increasing trends.",2018,,Therapeutic Innovation and Regulatory Science,52,3,294-299,,10.1177/2168479017728986,,#268,Jokinen 2018,Exclusion reason: Lack of Machine Learning; ,""
Adverse drug reaction or innocent bystander? A systematic comparison of statistical discovery methods for spontaneous reporting systems,"Dijkstra, L.; Garling, M.; Foraita, R.; Pigeot, I.","PURPOSE: Spontaneous reporting systems (SRSs) are used to discover previously unknown relationships between drugs and adverse drug reactions (ADRs). A plethora of statistical methods have been proposed over the years to identify these drug-ADR pairs. The objective of this study is to compare a wide variety of methods in their ability to detect these signals, especially when their detection is complicated by the presence of innocent bystanders (drugs that are mistaken to be associated with the ADR, since they are prescribed together with the drug that is the ADR's actual cause). METHODS: Twelve methods, 24 measures in total, ranging from simple disproportionality measures (eg, the reporting odds ratio), hypothesis tests (eg, test of the Poisson mean), Bayesian shrinkage estimates (eg, the Bayesian confidence propagation neural network, BCPNN) to sparse regression (LASSO), are compared in their ability to detect drug-ADR pairs in a large number of simulated SRSs with varying numbers of innocent bystanders and effect sizes. The area under the precision-recall curve is used to assess the measures' performance. RESULTS: Hypothesis tests (especially the test of the Poisson mean) perform best when the associations are weak and there is little to no confounding by other drugs. When the level of confounding increases and/or the effect sizes become larger, Bayesian shrinkage methods should be preferred. The LASSO proves to be the most robust against the innocent bystander effect. CONCLUSIONS: There is no absolute ""winner"". Which method to use for a particular SRS depends on the effect sizes and the level of confounding present in the data.",2020,Apr,Pharmacoepidemiol Drug Saf,29,4,396-403,32092786,10.1002/pds.4970,,#196,Dijkstra 2020,Exclusion reason: Review Paper; ,""
Extracting Drug-Drug Interactions with Word and Character-Level Recurrent Neural Networks,"Kavuluru, R.; Rios, A.; Tran, T.","Drug-drug interactions (DDIs) are known to be responsible for nearly a third of all adverse drug reactions. Hence several current efforts focus on extracting signal from EMRs to prioritize DDIs that need further exploration. To this end, being able to extract explicit mentions of DDIs in free text narratives is an important task. In this paper, we explore recurrent neural network (RNN) architectures to detect and classify DDIs from unstructured text using the DDIExtraction dataset from the SemEval 2013 (task 9) shared task. Our methods are in line with those used in other recent deep learning efforts for relation extraction including DDI extraction. However, to our knowledge, we are the first to investigate the potential of character-level RNNs (Char-RNNs) for DDI extraction (and relation extraction in general). Furthermore, we explore a simple but effective model bootstrapping method to (a). build model averaging ensembles, (b). derive confidence intervals around mean micro-F scores (MMF), and (c). assess the average behavior of our methods. Without any rule based filtering of negative examples, a popular heuristic used by most earlier efforts, we achieve an MMF of 69.13. By adding simple replicable heuristics to filter negative instances we are able to achieve an MMF of 70.38. Furthermore, our best ensembles produce micro F-scores of 70.81 (without filtering) and 72.13 (with filtering), which are superior to metrics reported in published results. Although Char-RNNs turnout to be inferior to regular word based RNN models in overall comparisons, we find that ensembling models from both architectures results in nontrivial gains over simply using either alone, indicating that they complement each other.",2017,Aug,IEEE Int Conf Healthc Inform,2017,,5-12,29034375,10.1109/ichi.2017.15,,#2980,Kavuluru 2017,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
A potential causal association mining algorithm for screening adverse drug reactions in postmarketing surveillance,"Ji, Y.; Ying, H.; Dews, P.; Mansour, A.; Tran, J.; Miller, R. E.; Massanari, R. M.","Early detection of unknown adverse drug reactions (ADRs) in postmarketing surveillance saves lives and prevents harmful consequences. We propose a novel data mining approach to signaling potential ADRs from electronic health databases. More specifically, we introduce potential causal association rules (PCARs) to represent the potential causal relationship between a drug and ICD-9 (CDC. (2010). International Classification of Diseases, Ninth Revision (ICD-9). [Online]. Available: http://www.cdc.gov/nchs/icd/icd9.html) coded signs or symptoms representing potential ADRs. Due to the infrequent nature of ADRs, the existing frequency-based data mining methods cannot effectively discover PCARs. We introduce a new interestingness measure, potential causal leverage, to quantify the degree of association of a PCAR. This measure is based on the computational, experience-based fuzzy recognition-primed decision (RPD) model that we developed previously (Y. Ji, R. M. Massanari, J. Ager, J. Yen, R. E. Miller, and H. Ying, ""A fuzzy logic-based computational recognition-primed decision model,"" Inf. Sci., vol. 177, pp. 4338-4353, 2007) on the basis of the well-known, psychology-originated qualitative RPD model (G. A. Klein, ""A recognition-primed decision making model of rapid decision making,"" in Decision Making in Action: Models and Methods, 1993, pp. 138-147). The potential causal leverage assesses the strength of the association of a drug-symptom pair given a collection of patient cases. To test our data mining approach, we retrieved electronic medical data for 16,206 patients treated by one or more than eight drugs of our interest at the Veterans Affairs Medical Center in Detroit between 2007 and 2009. We selected enalapril as the target drug for this ADR signal generation study. We used our algorithm to preliminarily evaluate the associations between enalapril and all the ICD-9 codes associated with it. The experimental results indicate that our approach has a potential to better signal potential ADRs than risk ratio and leverage, two traditional frequency-based measures. Among the top 50 signal pairs (i.e., enalapril versus symptoms) ranked by the potential causal-leverage measure, the physicians on the project determined that eight of them probably represent true causal associations.",2011,May,IEEE Trans Inf Technol Biomed,15,3,428-437,21435986,10.1109/titb.2011.2131669,,#5575,Ji 2011,Exclusion reason: Lack of Machine Learning; ,""
Mining unexpected temporal associations: applications in detecting adverse drug reactions,"Jin, H. W.; Chen, J.; He, H.; Williams, G. J.; Kelman, C.; O'Keefe, C. M.","In various real-world applications, it is very useful mining unanticipated episodes where certain event patterns unexpectedly lead to outcomes, e.g., taking two medicines together sometimes causing an adverse reaction. These unanticipated episodes are usually unexpected and infrequent, which makes existing data mining techniques, mainly designed to find frequent patterns, ineffective. In this paper, we propose unexpected temporal association rules (UTARs) to describe them. To handle the unexpectedness, we introduce a new interestingness measure, residual-leverage, and develop a novel case-based exclusion technique for its calculation. Combining it with an event-oriented data preparation technique to handle the infrequency, we develop a new algorithm MUTARC to find pairwise UTARs. The MUTARC is applied to generate adverse drug reaction (ADR) signals from real-world healthcare administrative databases. It reliably shortlists not only six known ADRs, but also another ADR, flucloxacillin possibly causing hepatitis, which our algorithm designers and experiment runners have not known before the experiments. The MUTARC performs much more effectively than existing techniques. This paper clearly illustrates the great potential along the new direction of ADR signal generation from healthcare administrative databases.",2008,Jul,IEEE Trans Inf Technol Biomed,12,4,488-500,18632329,10.1109/titb.2007.900808,,#4621,Jin 2008,Exclusion reason: Lack of Machine Learning; ,Awaiting classification
"Overview of the First Natural Language Processing Challenge for Extracting Medication, Indication, and Adverse Drug Events from Electronic Health Record Notes (MADE 1.0)","Jagannatha, A.; Liu, F.; Liu, W.; Yu, H.","INTRODUCTION: This work describes the Medication and Adverse Drug Events from Electronic Health Records (MADE 1.0) corpus and provides an overview of the MADE 1.0 2018 challenge for extracting medication, indication, and adverse drug events (ADEs) from electronic health record (EHR) notes. OBJECTIVE: The goal of MADE is to provide a set of common evaluation tasks to assess the state of the art for natural language processing (NLP) systems applied to EHRs supporting drug safety surveillance and pharmacovigilance. We also provide benchmarks on the MADE dataset using the system submissions received in the MADE 2018 challenge. METHODS: The MADE 1.0 challenge has released an expert-annotated cohort of medication and ADE information comprising 1089 fully de-identified longitudinal EHR notes from 21 randomly selected patients with cancer at the University of Massachusetts Memorial Hospital. Using this cohort as a benchmark, the MADE 1.0 challenge designed three shared NLP tasks. The named entity recognition (NER) task identifies medications and their attributes (dosage, route, duration, and frequency), indications, ADEs, and severity. The relation identification (RI) task identifies relations between the named entities: medication-indication, medication-ADE, and attribute relations. The third shared task (NER-RI) evaluates NLP models that perform the NER and RI tasks jointly. In total, 11 teams from four countries participated in at least one of the three shared tasks, and 41 system submissions were received in total. RESULTS: The best systems F(1) scores for NER, RI, and NER-RI were 0.82, 0.86, and 0.61, respectively. Ensemble classifiers using the team submissions improved the performance further, with an F(1) score of 0.85, 0.87, and 0.66 for the three tasks, respectively. CONCLUSION: MADE results show that recent progress in NLP has led to remarkable improvements in NER and RI tasks for the clinical domain. However, some room for improvement remains, particularly in the NER-RI task.",2019,Jan,Drug Saf,42,1,99-111,30649735,10.1007/s40264-018-0762-z,,#5238,Jagannatha 2019,Exclusion reason: Review Paper; ,""
Extraction of drug-drug interaction using neural embedding,"Hou, W. J.; Ceesay, B.","Information on changes in a drug's effect when taken in combination with a second drug, known as drug-drug interaction (DDI), is relevant in the pharmaceutical industry. DDIs can delay, decrease, or enhance absorption of either drug and thus decrease or increase their action or cause adverse effects. Information Extraction (IE) can be of great benefit in allowing identification and extraction of relevant information on DDIs. We here propose an approach for the extraction of DDI from text using neural word embedding to train a machine learning system. Results show that our system is competitive against other systems for the task of extracting DDIs, and that significant improvements can be achieved by learning from word features and using a deep-learning approach. Our study demonstrates that machine learning techniques such as neural networks and deep learning methods can efficiently aid in IE from text. Our proposed approach is well suited to play a significant role in future research.",2018,Dec,J Bioinform Comput Biol,16,6,1840027,30567477,10.1142/s0219720018400279,,#2990,Hou 2018,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
Detecting possible vaccination reactions in clinical notes,"Hazlehurst, B.; Mullooly, J.; Naleway, A.; Crane, B.","The Vaccine Safety Datalink is a collaboration between the CDC and eight large HMO's to investigate adverse events following immunization through analysis of medical care databases and patients' medical charts. We modified an existing system called MediClass that uses natural language processing (NLP) and knowledge-based methods to classify clinical encounters recorded in electronic medical records (EMRs). We developed the knowledge necessary for MediClass to detect possible vaccine reactions in the outpatient, ED, and telephone encounters recorded in the EMR of a large HMO. We first trained the system using a manually coded gold standard training set, and achieved high sensitivity and specificity. We then ran a large set of post-immunization encounter records through MediClass to see if our method would generalize. Compared to methods that use administrative and clinical codes assigned to the EMR by clinicians, the system significantly improves the positive predictive value for detecting possible vaccine reactions.",2005,,AMIA Annu Symp Proc,2005,,306-310,16779051,,,#2091,Hazlehurst 2005,Exclusion reason: Lack of Machine Learning; ,""
Adverse event trends associated with OTC analgesic and antipyretic drug: Data mining of the Japanese adverse drug event report database,"Hasegawa, S.; Hatahira, H.; Naganuma, M.; Shimauchi, A.; Sasaoka, S.; Motooka, Y.; Fukuda, A.; Abe, J.; Nakao, S.; Kato, Y.; Ohmori, T.; Iguchi, K.; Nakamura, M.","OTC drugs play an important role in self-medication. OTC analgesic and antipyretic drugs are widely used in Japan. The present study aimed to survey the components of OTC drug package inserts for analgesic and antipyretic drugs and to evaluate the adverse event profiles using the Japanese Adverse Drug Event Report database (JADER). The JADER contains 430587 reports from between April 2004 and November 2016; a total of 750 reports of adverse events resulted from the use of OTC analgesic and antipyretic drugs. The safety signals were detected by the reporting odds ratio (ROR). The ROR values for “Skin & subcutaneous tissue disorders”, “Immune system disorders”, and “Hepatobiliary disorders” stratified by system organ class of the Medical Dictionary for Regulatory Activities (MedDRA) were 7.58 (6.56-8.76), 4.25 (3.51-5.14), and 2.35 (1.93-2.85), respectively. OTC analgesic and antipyretic drugs containing allylisopropylacetylurea (AIAU) exhibited a significantly high reporting ratio of “Skin & subcutaneous tissue disorders” compared with the drugs without AIAU. No difference in the reported incidence of “Hepatobiliary disorders” was found between the drugs with or without acetaminophen. Our results suggested that it was important to monitor patients who use OTC analgesic and antipyretic drug containing AIAU; in particular, careful attention should be paid to skin and subcutaneous tissue disorders.",2017,,Yakugaku Zasshi,137,10,1301-1311,,10.1248/yakushi.17-00120,,#210,Hasegawa 2017,Exclusion reason: Non-English; ,""
Detection of drug risks after approval Methods development for the use of routine statutory health insurance data,"Foraita, R.; Dijkstra, L.; Falkenberg, F.; Garling, M.; Linder, R.; Pflock, R.; Rizkallah, M. R.; Schwaninger, M.; Wright, M. N.; Pigeot, I.","Adverse drug reactions are among the leading causes of death. Pharmacovigilance aims to monitor drugs after they have been released to the market in order to detect potential risks. Data sources commonly used to this end are spontaneous reports sent in by doctors or pharmaceutical companies. Reports alone are rather limited when it comes to detecting potential health risks. Routine statutory health insurance data, however, are a richer source since they not only provide a detailed picture of the patients' wellbeing over time, but also contain information on concomitant medication and comorbidities. To take advantage of their potential and to increase drug safety, we will further develop statistical methods that have shown their merit in other fields as a source of inspiration. A plethora of methods have been proposed over the years for spontaneous reporting data: a comprehensive comparison of these methods and their potential use for longitudinal data should be explored. In addition, we show how methods from machine learning could aid in identifying rare risks. We discuss these so-called enrichment analyses and how utilizing pharmaceutical similarities between drugs and similarities between comorbidities could help to construct risk profiles of the patients prone to experience an adverse drug event. Summarizing these methods will further push drug safety research based on healthcare claim data from German health insurances which form, due to their size, longitudinal coverage, and timeliness, an excellent basis for investigating adverse effects of drugs.",2018,Sep,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,61,9,1075-1081,WOS:000443425700004,10.1007/s00103-018-2786-z,,#2106,Foraita 2018,Exclusion reason: Non-English; ,""
Data-mining-based detection of adverse drug events,"Chazard, E.; Preda, C.; Merlin, B.; Ficheur, G.; Beuscart, R.","Every year adverse drug events (ADEs) are known to be responsible for 98,000 deaths in the USA. Classical methods rely on report statements, expert knowledge, and staff operated record review. One of our objectives, in the PSIP project framework, is to use data mining (e.g., decision trees) to electronically identify situations leading to risk of ADEs. 10,500 hospitalization records from Denmark and France were used. 500 rules were automatically obtained, which are currently being validated by experts. A decision support system to prevent ADEs is then to be developed. The article examines a decision tree and the rules in the field of vitamin K antagonists.",2009,,Stud Health Technol Inform,150,,552-556,19745372,,,#1903,Chazard 2009,Exclusion reason: Duplicate Paper; ,""
Towards a better signal detection and knowledge management in pharmacovigilance: The VigiTermes project,"Bousquet, C.; Amardheil, F.; Daube, J. M.; Delamarre, D.; Duclos, C.; Lanne, S. G.; Jaulent, M. C.; Lillo-Le Louët, A.; Toussaint, Y.","Objectives: Prevention of adverse drug reactions (ADRs) has become an important public health issue. Pharmacovigilance is dedicated to the identification, analysis and prevention of risks related to ADRs. The objective of the VigiTerms project is to develop innovative methods for earlier detection of ADRs. Material and methods: We used methods related to knowledge engineering, multi lingual engineering, natural language processing and text mining. Results: The main result of the project is a software architecture for search and analysis of articles describing ADRs on the PubMed server. This is the first implementation of such an application for pharmacovigilance. Other results are related to statistical signal detection, modelling of drugs and ADRs with ontologies, information retrieval in pharmacovigilance databases and natural language processing applied to case reports in Japanese. Discussion: Developments are underway to make the results of the project in operational form for use by regulatory authorities and pharmaceutical companies. Improved graphical user interface should facilitate decision support for professionals in charge of pharmacovigilance issues. Conclusion: Our ambition is to continue the integration of components on the common platform to offer pharmacovigilance teams the most complete and effective tools for detecting, tracking and consolidation of pharmacovigilance signals. © 2011 Elsevier Masson SAS. All rights reserved.",2011,,IRBM,32,2,158-161,,10.1016/j.irbm.2011.01.037,,#7273,Bousquet 2011,Exclusion reason: Non-English; ,Awaiting classification
Using Twitter to Surveil the Opioid Epidemic in North Carolina: An Exploratory Study,"Anwar, M.; Khoury, D.; Aldridge, A. P.; Parker, S. J.; Conway, K. P.","BACKGROUND: Over the last two decades, deaths associated with opioids have escalated in number and geographic spread, impacting more and more individuals, families, and communities. Reflecting on the shifting nature of the opioid overdose crisis, Dasgupta, Beletsky, and Ciccarone offer a triphasic framework to explain that opioid overdose deaths (OODs) shifted from prescription opioids for pain (beginning in 2000), to heroin (2010 to 2015), and then to synthetic opioids (beginning in 2013). Given the rapidly shifting nature of OODs, timelier surveillance data are critical to inform strategies that combat the opioid crisis. Using easily accessible and near real-time social media data to improve public health surveillance efforts related to the opioid crisis is a promising area of research. OBJECTIVE: This study explored the potential of using Twitter data to monitor the opioid epidemic. Specifically, this study investigated the extent to which the content of opioid-related tweets corresponds with the triphasic nature of the opioid crisis and correlates with OODs in North Carolina between 2009 and 2017. METHODS: Opioid-related Twitter posts were obtained using Crimson Hexagon, and were classified as relating to prescription opioids, heroin, and synthetic opioids using natural language processing. This process resulted in a corpus of 100,777 posts consisting of tweets, retweets, mentions, and replies. Using a random sample of 10,000 posts from the corpus, we identified opioid-related terms by analyzing word frequency for each year. OODs were obtained from the Multiple Cause of Death database from the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER). Least squares regression and Granger tests compared patterns of opioid-related posts with OODs. RESULTS: The pattern of tweets related to prescription opioids, heroin, and synthetic opioids resembled the triphasic nature of OODs. For prescription opioids, tweet counts and OODs were statistically unrelated. Tweets mentioning heroin and synthetic opioids were significantly associated with heroin OODs and synthetic OODs in the same year (P=.01 and P<.001, respectively), as well as in the following year (P=.03 and P=.01, respectively). Moreover, heroin tweets in a given year predicted heroin deaths better than lagged heroin OODs alone (P=.03). CONCLUSIONS: Findings support using Twitter data as a timely indicator of opioid overdose mortality, especially for heroin.",2020,Jun 24,JMIR Public Health Surveill,6,2,e17574,32469322,10.2196/17574,,#7589,Anwar 2020,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,Awaiting classification; opioid
